number,title,classification,timestamp,latitude,longitude
10445,_RARE_,Class A,2005-01-15 12:00:00,46.6983,-122.0826
50585,_RARE_,Class A,1989-05-15 12:00:00,46.91504,-84.17333
60583,_RARE_,Class B,1975-12-19 12:00:00,33.41615,-84.24524
27037,_RARE_,Class A,2008-12-25 12:00:00,43.56215,-111.6602
24671,_RARE_,Class B,1966-05-15 12:00:00,43.07842,-117.9394
12097,_RARE_,Class B,1989-12-14 12:00:00,28.687,-81.55
23731,_RARE_,Class B,2006-05-22 12:00:00,38.36316,-101.8808
22641,_RARE_,Class B,1974-08-04 12:00:00,44.63648,-93.42934
1203,_RARE_,Class A,1985-11-01 12:00:00,42.46575,-116.7796
31761,_RARE_,Class A,2011-09-23 12:00:00,30.65883,-94.10757
65294,_RARE_,Class A,2019-06-15 12:00:00,37.827,-121.0185
43385,_RARE_,Class B,2015-07-12 12:00:00,48.263,-122.5145
2241,_RARE_,Class A,1995-07-03 12:00:00,33.59539,-89.85957
26714,_RARE_,Class B,1988-11-26 12:00:00,55.9313,-89.8961
30779,_RARE_,Class B,2007-03-12 12:00:00,42.69,-87.49
2753,_RARE_,Class B,2001-09-15 12:00:00,39.08882,-96.7501
71646,_RARE_,Class B,1997-07-18 12:00:00,44.3625,-84.2829
6886,_RARE_,Class B,2002-10-01 12:00:00,40.34655,-85.5452
6699,_RARE_,Class B,1990-01-01 12:00:00,39.04999,-188.1533
7768,_RARE_,Class B,1987-10-04 12:00:00,46.28511,-106.4212
41600,_RARE_,Class A,2012-11-11 12:00:00,47.7342,-117.7345
3095,_RARE_,Class B,1991-05-15 12:00:00,42.07376,-123.5291
24583,_RARE_,Class B,2006-10-15 12:00:00,34.72019,-88.13036
14946,_RARE_,Class A,2006-08-13 12:00:00,39.30677,-80.30921
36508,_RARE_,Class B,2012-05-07 12:00:00,38.21746,-86.57124
9762,_RARE_,Class A,2007-04-05 12:00:00,40.42043,-75.39476
1959,_RARE_,Class B,1997-09-30 12:00:00,43.7081,-93.32215
13249,_RARE_,Class B,2002-06-12 12:00:00,38.687,-89.644
2275,_RARE_,Class B,1990-07-01 12:00:00,38.23515,-73.48512
25589,_RARE_,Class B,1992-12-27 12:00:00,39.759,-79.995
6126,_RARE_,Class B,2002-10-31 12:00:00,36.55979,-108.4942
33151,_RARE_,Class B,2003-11-16 12:00:00,37.01328,-81.29587
12013,_RARE_,Class B,1987-07-25 12:00:00,43.57595,-84.9344
70066,_RARE_,Class B,2020-02-20 12:00:00,38.37847,-92.17574
5808,_RARE_,Class B,1973-10-15 12:00:00,48.2404,-121.2803
28207,_RARE_,Class A,2010-06-15 12:00:00,45.86229,-90.57123
4534,_RARE_,Class A,2002-01-17 12:00:00,39.34635,-105.3244
39894,_RARE_,Class B,2011-11-02 12:00:00,38.3325,-90.19658
37226,_RARE_,Class B,2005-02-09 12:00:00,31.89818,-85.32103
54657,_RARE_,Class B,2019-08-15 12:00:00,38.09525,-118.5225
46663,_RARE_,Class A,2004-11-07 12:00:00,34.6059,-93.6404
4702,_RARE_,Class B,1980-07-25 12:00:00,46.7,-121.1803
26273,_RARE_,Class B,2008-12-26 12:00:00,36.95003,-79.20259
13032,_RARE_,Class C,2005-09-22 12:00:00,36.32762,-91.08338
26942,_RARE_,Class B,2004-12-17 12:00:00,43.76228,-84.17314
68472,_RARE_,Class B,2019-07-02 12:00:00,47.7803,-122.9975
3609,_RARE_,Class A,2004-09-30 12:00:00,34.22656,-106.0558
57414,_RARE_,Class A,2018-06-30 12:00:00,34.34408,-92.26001
63280,_RARE_,Class A,2018-07-15 12:00:00,38.24671,-105.6657
4557,_RARE_,Class A,2002-09-01 12:00:00,34.68903,-95.325
21562,_RARE_,Class A,1997-06-04 12:00:00,47.53639,-94.82699
40234,_RARE_,Class B,2007-05-18 12:00:00,33.4077,-98.46359
19644,_RARE_,Class B,1969-09-01 12:00:00,38.6151,-119.464
62706,_RARE_,Class A,2018-10-26 12:00:00,39.59053,-80.97548
8771,_RARE_,Class A,1987-04-15 12:00:00,37.62749,-81.45394
10766,_RARE_,Class B,1987-07-15 12:00:00,33.0558,-73.67315
67180,_RARE_,Class B,2017-12-05 12:00:00,38.83489,-85.60369
53804,_RARE_,Class B,1972-11-15 12:00:00,47.21156,-121.7689
8636,_RARE_,Class B,2004-02-22 12:00:00,37.90363,-109.3345
2833,_RARE_,Class B,1971-08-15 12:00:00,47.3845,-111.7724
6607,_RARE_,Class B,1992-07-04 12:00:00,46.51278,-123.3728
1984,_RARE_,Class B,1998-03-19 12:00:00,48.63255,-129.7134
23710,_RARE_,Class B,2008-05-22 12:00:00,45.1105,-119.3534
28896,_RARE_,Class B,2010-10-10 12:00:00,48.41191,-120.6076
9950,_RARE_,Class B,2004-07-30 12:00:00,47.17929,-122.3719
12761,_RARE_,Class A,2006-06-08 12:00:00,42.64635,-112.1325
36264,_RARE_,Class B,2012-09-17 12:00:00,45.42796,-76.6177
38480,_RARE_,Class A,2012-01-29 12:00:00,37.30949,-74.53268
1719,_RARE_,Class B,1996-05-12 12:00:00,47.6835,-123.8313
36673,_RARE_,Class A,2008-06-01 12:00:00,33.53665,-91.6419
27497,_RARE_,Class B,2010-01-02 12:00:00,38.53929,-87.43969
7246,_RARE_,Class A,1984-01-31 12:00:00,45.32833,-124.7314
13775,_RARE_,Class A,2007-03-12 12:00:00,40.55991,-91.84371
1923,_RARE_,Class B,1977-06-11 12:00:00,46.4587,-122.2874
1606,_RARE_,Class A,1976-10-15 12:00:00,36.0423,-91.47816
14817,_RARE_,Class B,1987-01-30 12:00:00,46.35421,-120.4701
18405,_RARE_,Class B,2007-04-17 12:00:00,40.813,-78.953
8940,_RARE_,Class A,1994-09-29 12:00:00,34.48245,-83.96945
18446,_RARE_,Class B,2006-09-10 12:00:00,40.91723,-89.63094
23799,_RARE_,Class A,1971-09-15 12:00:00,44.1605,-91.9825
54473,_RARE_,Class A,2013-06-21 12:00:00,41.70677,-80.11659
34051,_RARE_,Class A,1995-09-22 12:00:00,42.71625,-122.376
4829,_RARE_,Class A,1971-11-26 12:00:00,37.8425,-93.26389
4277,_RARE_,Class B,1995-11-23 12:00:00,37.73353,-88.79006
43911,_RARE_,Class A,2014-04-07 12:00:00,43.52529,-79.48677
59392,_RARE_,Class B,2018-02-28 12:00:00,34.73825,-84.84471
45539,_RARE_,Class A,1973-09-01 12:00:00,43.95544,-83.87307
1220,_RARE_,Class B,1975-09-01 12:00:00,40.90335,-83.59411
11891,_RARE_,Class A,2007-07-01 12:00:00,38.17179,-89.91569
23039,_RARE_,Class B,2008-05-14 12:00:00,44.15084,-90.669
31179,_RARE_,Class A,2000-02-29 12:00:00,44.72135,-83.0842
14759,_RARE_,Class B,1977-05-30 12:00:00,41.17319,-122.3254
3355,_RARE_,Class A,1990-05-01 12:00:00,41.554,-91.352
56107,_RARE_,Class B,2015-06-27 12:00:00,41.0711,-73.187
24577,_RARE_,Class A,2009-04-14 12:00:00,30.76851,-85.58882
14802,_RARE_,Class A,2006-10-07 12:00:00,43.26636,-116.39
19608,_RARE_,Class A,2007-08-20 12:00:00,46.83442,-122.2704
16459,_RARE_,Class B,2006-11-15 12:00:00,44.29075,-120.9806
16430,_RARE_,Class A,1992-07-01 12:00:00,33.22575,-83.56121
12506,_RARE_,Class A,1980-07-15 12:00:00,30.85,-70.4
66569,_RARE_,Class B,2020-11-21 12:00:00,40.27558,-82.69827
35787,_RARE_,Class A,2012-05-07 12:00:00,40.3775,-110.87
12380,_RARE_,Class A,2003-12-14 12:00:00,37.98033,-76.7568
28152,_RARE_,Class B,2008-11-15 12:00:00,40.6319,-88.98275
1102,_RARE_,Class A,1999-06-28 12:00:00,30.42,-95.015
1596,_RARE_,Class A,1996-11-15 12:00:00,37.24624,-77.16365
53912,_RARE_,Class B,2017-10-17 12:00:00,38.42598,-88.62601
17585,_RARE_,Class B,2001-04-27 12:00:00,38.424,-119.2594
7922,_RARE_,Class A,2001-10-06 12:00:00,46.2994,-89.8832
11948,_RARE_,Class B,2009-10-30 12:00:00,41.5105,-70.6823
4895,_RARE_,Class A,2002-07-06 12:00:00,47.298,-123.6681
40794,_RARE_,Class B,2013-12-28 12:00:00,34.0328,-86.9502
41902,_RARE_,Class A,2015-04-22 12:00:00,44.59815,-88.62779
26516,_RARE_,Class B,1998-11-15 12:00:00,45.97,-89.65
4037,_RARE_,Class A,2008-03-07 12:00:00,46.03141,-120.5895
4834,_RARE_,Class B,2003-09-03 12:00:00,32.66476,-87.63062
21221,_RARE_,Class B,1961-06-10 12:00:00,34.1007,-70.407
152,_RARE_,Class B,2000-08-14 12:00:00,42.04072,-90.02523
49924,_RARE_,Class A,2016-05-14 12:00:00,44.69964,-81.54637
2097,_RARE_,Class A,1993-07-18 12:00:00,45.79331,-124.4217
25693,_RARE_,Class B,1982-06-15 12:00:00,31.62,-84.6965
2315,_RARE_,Class B,1997-08-14 12:00:00,38.2168,-91.6077
75297,_RARE_,Class B,2021-01-14 12:00:00,48.92625,-111.9688
32787,_RARE_,Class B,2011-03-12 12:00:00,33.9858,-80.4339
27302,_RARE_,Class A,1980-10-01 12:00:00,38.74685,-119.6961
13679,_RARE_,Class A,2005-09-30 12:00:00,33.17933,-96.7558
12616,_RARE_,Class A,1970-11-20 12:00:00,47.5357,-93.022
10922,_RARE_,Class A,2005-10-10 12:00:00,48.635,-116.865
9311,_RARE_,Class A,2004-05-17 12:00:00,37.72575,-85.3002
