number,title,classification,timestamp,latitude,longitude
41589,_RARE_,Class B,2016-03-18 12:00:00,48.96,-117.3141
36341,_RARE_,Class A,2009-11-08 12:00:00,54.13709,-95.31251
38475,_RARE_,Class A,2018-01-22 12:00:00,34.48612,-85.65462
39332,_RARE_,Class B,2007-12-13 12:00:00,30.8266,-88.2759
75284,_RARE_,Class C,2017-12-18 12:00:00,40.02344,-87.81903
1336,_RARE_,Class A,1971-09-25 12:00:00,33.07151,-97.84478
26888,_RARE_,Class B,2009-09-18 12:00:00,41.39162,-92.3554
55644,_RARE_,Class A,2016-05-15 12:00:00,38.09938,-83.52454
12007,_RARE_,Class A,2005-03-06 12:00:00,46.0815,-122.2235
4041,_RARE_,Class B,1978-01-01 12:00:00,38.4872,-119.5721
9830,_RARE_,Class A,2008-01-14 12:00:00,47.0096,-113.5401
2870,_RARE_,Class A,1984-11-15 12:00:00,46.22875,-124.4732
18749,_RARE_,Class A,1944-09-15 12:00:00,44.62857,-70.71863
7088,_RARE_,Class A,2002-12-15 12:00:00,43.3915,-86.308
25724,_RARE_,Class B,1980-06-02 12:00:00,36.6456,-81.8808
3269,_RARE_,Class B,2008-10-26 12:00:00,36.0435,-82.78135
909,_RARE_,Class A,2001-05-24 12:00:00,39.207,-81.55085
46267,_RARE_,Class B,2015-10-15 12:00:00,41.22887,-79.9592
28851,_RARE_,Class A,2010-06-15 12:00:00,48.99727,-77.49586
1473,_RARE_,Class A,1980-03-15 12:00:00,34.4165,-82.2916
69396,_RARE_,Class A,2015-02-15 12:00:00,33.2665,-94.55
42801,_RARE_,Class B,1986-07-01 12:00:00,46.2219,-111.1113
12228,_RARE_,Class A,2005-10-20 12:00:00,41.78725,-72.56111
8880,_RARE_,Class A,2000-10-05 12:00:00,39.8599,-95.165
46301,_RARE_,Class A,1975-10-15 12:00:00,44.011,-75.55151
11061,_RARE_,Class A,1997-07-15 12:00:00,46.9502,-121.2175
55392,_RARE_,Class B,2016-04-05 12:00:00,43.63728,-84.41478
59812,_RARE_,Class A,2018-06-15 12:00:00,37.3424,-94.7793
13345,_RARE_,Class A,2003-08-23 12:00:00,57.1208,-127.622
69807,_RARE_,Class A,2000-08-20 12:00:00,43.0536,-111.3398
995,_RARE_,Class B,1978-06-15 12:00:00,46.22055,-127.3006
13937,_RARE_,Class A,2005-07-02 12:00:00,28.1496,-81.0923
11148,_RARE_,Class A,1974-08-15 12:00:00,35.35722,-88.55301
71127,_RARE_,Class A,2009-03-15 12:00:00,40.13611,-74.57914
1389,_RARE_,Class A,1998-08-01 12:00:00,48.91956,-123.1621
46765,_RARE_,Class B,1970-06-17 12:00:00,41.0626,-121.6708
12326,_RARE_,Class B,2005-11-28 12:00:00,39.673,-80.6397
65398,_RARE_,Class B,2020-04-21 12:00:00,41.02641,-78.59427
1585,_RARE_,Class B,1997-01-04 12:00:00,40.22211,-122.0968
13129,_RARE_,Class B,2005-01-09 12:00:00,39.555,-93.6112
2409,_RARE_,Class B,1996-07-15 12:00:00,39.251,-81.2888
27996,_RARE_,Class B,2008-09-01 12:00:00,48.32065,-120.7764
26296,_RARE_,Class B,2010-09-20 12:00:00,41.39411,-94.62247
67083,_RARE_,Class A,2020-12-01 12:00:00,34.40694,-93.69419
3745,_RARE_,Class A,1977-07-25 12:00:00,43.66451,-122.1353
6211,_RARE_,Class B,2003-06-16 12:00:00,39.757,-91.1819
4137,_RARE_,Class A,2002-08-01 12:00:00,33.3625,-91.64552
1592,_RARE_,Class A,1977-07-06 12:00:00,42.3015,-93.5804
2984,_RARE_,Class B,1963-07-01 12:00:00,28.13659,-81.53643
1474,_RARE_,Class B,2004-05-16 12:00:00,41.3545,-83.4766
38445,_RARE_,Class A,2011-09-10 12:00:00,34.8183,-86.3689
7459,_RARE_,Class A,1983-11-14 12:00:00,42.76585,-81.42535
18927,_RARE_,Class A,2007-03-09 12:00:00,30.28333,-85.54965
31594,_RARE_,Class B,2008-10-19 12:00:00,39.555,-95.634
13361,_RARE_,Class B,2006-02-28 12:00:00,46.5112,-122.1578
24414,_RARE_,Class B,2009-10-31 12:00:00,38.1636,-89.93885
23619,_RARE_,Class A,1979-08-15 12:00:00,37.27303,-93.435
25357,_RARE_,Class B,1992-11-01 12:00:00,36.15991,-82.70915
3290,_RARE_,Class A,1997-09-04 12:00:00,28.696,-90.9462
7784,_RARE_,Class B,1993-10-15 12:00:00,40.75593,-78.00818
67287,_RARE_,Class B,2020-03-15 12:00:00,42.21287,-122.1535
6388,_RARE_,Class A,1966-11-01 12:00:00,38.45605,-106.1742
18403,_RARE_,Class B,2007-11-13 12:00:00,45.015,-123.475
12427,_RARE_,Class B,1981-07-15 12:00:00,36.23141,-80.49887
38796,_RARE_,Class A,2013-11-15 12:00:00,45.62161,-116.83
12790,_RARE_,Class A,2006-05-02 12:00:00,40.16179,-79.9176
23124,_RARE_,Class A,2008-06-17 12:00:00,47.74846,-111.5522
13692,_RARE_,Class B,2005-12-01 12:00:00,48.49525,-111.5347
26167,_RARE_,Class A,1989-12-18 12:00:00,30.29772,-95.62337
26516,_RARE_,Class A,2009-10-01 12:00:00,43.28156,-80.39506
42965,_RARE_,Class B,1974-01-01 12:00:00,45.38569,-82.73875
2544,_RARE_,Class B,2000-08-04 12:00:00,36.22105,-94.35625
7228,_RARE_,Class B,2003-04-29 12:00:00,48.69345,-114.1518
5283,_RARE_,Class B,2003-11-23 12:00:00,47.97843,-97.71289
44641,_RARE_,Class B,2014-11-16 12:00:00,33.39485,-80.41485
26758,_RARE_,Class B,2009-07-15 12:00:00,34.15323,-86.55706
13359,_RARE_,Class B,2006-09-27 12:00:00,40.92004,-111.7052
35681,_RARE_,Class B,1970-10-15 12:00:00,39.5766,-89.11775
15946,_RARE_,Class A,1983-08-01 12:00:00,44.28995,-80.0555
524,_RARE_,Class A,2001-12-13 12:00:00,27.72805,-82.0075
29800,_RARE_,Class B,2008-08-05 12:00:00,46.73169,-121.6184
60449,_RARE_,Class A,2020-12-18 12:00:00,36.8251,-92.84656
12238,_RARE_,Class A,1981-08-07 12:00:00,41.253,-81.79086
68978,_RARE_,Class B,2016-05-26 12:00:00,47.11835,-122.2949
4572,_RARE_,Class A,1975-09-15 12:00:00,55.729,-121.7722
23946,_RARE_,Class B,1993-04-15 12:00:00,46.11775,-96.3991
2620,_RARE_,Class A,2000-09-15 12:00:00,53.66076,-119.5255
67904,_RARE_,Class B,2015-07-18 12:00:00,48.5934,-121.5917
20366,_RARE_,Class A,2007-07-18 12:00:00,38.0569,-84.45345
8516,_RARE_,Class A,1986-05-20 12:00:00,45.991,-122.6414
10132,_RARE_,Class B,2005-04-24 12:00:00,53.60006,-124.9
19152,_RARE_,Class A,2005-11-19 12:00:00,38.1292,-92.3287
35481,_RARE_,Class B,1976-05-16 12:00:00,39.5325,-89.0179
45007,_RARE_,Class A,2003-09-15 12:00:00,28.37193,-80.6845
8651,_RARE_,Class B,2004-09-09 12:00:00,39.5779,-116.7639
16523,_RARE_,Class A,2007-04-28 12:00:00,34.2181,-81.44865
6011,_RARE_,Class B,2008-10-01 12:00:00,45.94875,-122.2756
32321,_RARE_,Class B,2011-12-19 12:00:00,40.55765,-88.47425
54267,_RARE_,Class B,2019-06-25 12:00:00,39.55581,-74.37827
4241,_RARE_,Class A,2004-07-31 12:00:00,30.7829,-95.13
4715,_RARE_,Class B,1986-06-19 12:00:00,42.61169,-123.7984
58038,_RARE_,Class A,2004-03-21 12:00:00,34.6107,-77.95006
25480,_RARE_,Class B,2008-08-28 12:00:00,38.55982,-93.05627
26969,_RARE_,Class A,2008-08-29 12:00:00,36.55623,-118.0029
24879,_RARE_,Class A,2008-08-15 12:00:00,40.67418,-85.37261
49915,_RARE_,Class A,1995-09-23 12:00:00,49.4621,-122.0823
22067,_RARE_,Class B,2007-08-09 12:00:00,30.7493,-84.50139
38368,_RARE_,Class A,2010-12-31 12:00:00,39.5901,-92.31976
47802,_RARE_,Class B,2012-08-01 12:00:00,46.48776,-82.23562
1335,_RARE_,Class B,1996-06-13 12:00:00,32.37,-95.952
27234,_RARE_,Class B,2007-10-14 12:00:00,37.70913,-99.58605
12985,_RARE_,Class A,2007-01-27 12:00:00,32.996,-99.805
44304,_RARE_,Class A,2014-09-12 12:00:00,40.8475,-85.32194
43797,_RARE_,Class B,2009-05-24 12:00:00,36.6,-82.13
28348,_RARE_,Class B,2006-12-21 12:00:00,29.0083,-85.44165
40459,_RARE_,Class B,2013-08-04 12:00:00,28.68643,-81.40939
69256,_RARE_,Class B,2015-07-18 12:00:00,46.50359,-92.305
2308,_RARE_,Class A,1998-08-01 12:00:00,37.3402,-91.168
50507,_RARE_,Class A,1974-11-24 12:00:00,46.14501,-122.1829
8230,_RARE_,Class A,1997-05-07 12:00:00,29.24544,-82.18831
495,_RARE_,Class A,2001-11-15 12:00:00,39.364,-98.9375
38065,_RARE_,Class B,2016-02-13 12:00:00,31.4085,-75.15521
6090,_RARE_,Class B,1982-06-30 12:00:00,44.43768,-82.57159
95,_RARE_,Class B,2004-11-26 12:00:00,45.7213,-121.3906
25207,_RARE_,Class B,2008-08-05 12:00:00,45.42594,-85.69269
20510,_RARE_,Class A,1990-10-15 12:00:00,26.09505,-80.7717
