number,title,classification,timestamp,latitude,longitude
5532,_RARE_,Class B,1978-02-18 12:00:00,40.48468,-81.59324
27337,_RARE_,Class B,2009-05-27 12:00:00,52.26183,-107.5101
1351,_RARE_,Class B,1997-08-18 12:00:00,38.56723,-106.8028
45334,_RARE_,Class B,1968-07-02 12:00:00,37.8457,-90.1955
1895,_RARE_,Class B,2000-01-30 12:00:00,33.28888,-95.38612
21233,_RARE_,Class A,2005-08-11 12:00:00,38.0,-111.81
1726,_RARE_,Class A,2007-08-27 12:00:00,48.2935,-122.9372
45784,_RARE_,Class B,1968-09-05 12:00:00,47.42155,-122.7299
25836,_RARE_,Class B,2006-05-15 12:00:00,48.6987,-123.8271
7930,_RARE_,Class B,2001-01-27 12:00:00,43.06022,-119.2267
9823,_RARE_,Class A,2004-10-30 12:00:00,32.3006,-90.58
15530,_RARE_,Class B,2005-12-26 12:00:00,45.0537,-80.71645
25009,_RARE_,Class A,2008-06-14 12:00:00,49.81113,-121.0077
7738,_RARE_,Class A,2003-10-06 12:00:00,32.11661,-90.58602
39913,_RARE_,Class B,1980-07-01 12:00:00,47.678,-122.1635
67097,_RARE_,Class A,2011-07-15 12:00:00,32.72896,-83.83438
57811,_RARE_,Class B,2014-03-31 12:00:00,34.53731,-85.25751
19038,_RARE_,Class B,1986-08-15 12:00:00,44.1501,-111.8714
69815,_RARE_,Class A,2019-06-11 12:00:00,42.43678,-122.5713
1574,_RARE_,Class B,1981-12-04 12:00:00,41.5575,-120.7134
23714,_RARE_,Class B,2009-08-04 12:00:00,38.88715,-87.0814
4911,_RARE_,Class A,1984-02-15 12:00:00,48.1276,-122.4876
6001,_RARE_,Class B,1978-05-15 12:00:00,37.08372,-82.36338
1862,_RARE_,Class A,1997-05-15 12:00:00,34.0887,-87.6275
9659,_RARE_,Class A,1999-09-21 12:00:00,29.22313,-83.13371
64459,_RARE_,Class B,2002-12-13 12:00:00,34.25504,-95.216
11191,_RARE_,Class B,1979-04-14 12:00:00,46.54445,-80.52771
12678,_RARE_,Class B,2006-03-12 12:00:00,27.80052,-82.07504
23789,_RARE_,Class B,1980-04-24 12:00:00,45.13432,-80.88833
23261,_RARE_,Class B,2008-11-07 12:00:00,45.83729,-118.9317
40428,_RARE_,Class B,2011-11-13 12:00:00,47.01624,-122.202
3533,_RARE_,Class B,1970-05-15 12:00:00,41.09701,-81.01025
24049,_RARE_,Class B,2007-08-19 12:00:00,34.57643,-95.2675
10940,_RARE_,Class B,2000-06-26 12:00:00,48.45,-118.965
2361,_RARE_,Class A,2003-06-29 12:00:00,33.27831,-84.03572
1444,_RARE_,Class A,2000-05-15 12:00:00,40.77689,-81.68172
2974,_RARE_,Class A,1981-08-15 12:00:00,44.49625,-122.1747
2952,_RARE_,Class B,1999-08-01 12:00:00,36.14144,-93.21394
24569,_RARE_,Class B,2008-08-13 12:00:00,42.8759,-83.3647
24731,_RARE_,Class B,2001-05-06 12:00:00,35.42709,-79.12252
982,_RARE_,Class A,1978-05-15 12:00:00,45.2827,-125.7765
37019,_RARE_,Class A,2012-07-23 12:00:00,41.86025,-80.95338
32098,_RARE_,Class A,2014-11-16 12:00:00,46.71855,-99.3876
9540,_RARE_,Class B,2004-10-21 12:00:00,38.2842,-122.4356
65465,_RARE_,Class B,1991-09-15 12:00:00,45.69241,-121.9163
27398,_RARE_,Class A,1978-07-01 12:00:00,38.6379,-85.515
28653,_RARE_,Class B,2008-11-22 12:00:00,40.73462,-81.06755
4821,_RARE_,Class A,1964-02-01 12:00:00,40.2575,-122.885
19795,_RARE_,Class B,2007-06-15 12:00:00,38.7,-88.26
1342,_RARE_,Class A,1991-10-16 12:00:00,38.76145,-94.056
7517,_RARE_,Class B,1997-10-01 12:00:00,28.5504,-82.73729
15138,_RARE_,Class B,2006-12-11 12:00:00,46.1283,-121.2388
46530,_RARE_,Class A,2014-02-06 12:00:00,46.02519,-600098.47413
1627,_RARE_,Class B,1991-07-23 12:00:00,49.4469,-122.0379
12023,_RARE_,Class B,2008-03-24 12:00:00,34.3965,-90.6675
36005,_RARE_,Class B,2004-08-15 12:00:00,33.87,-90.571
5369,_RARE_,Class B,1978-10-01 12:00:00,36.44337,-89.03658
7605,_RARE_,Class B,1997-09-15 12:00:00,38.405,-81.728
9359,_RARE_,Class B,2006-02-03 12:00:00,48.45393,-117.2791
42649,_RARE_,Class B,1975-09-15 12:00:00,48.175,-83.5475
10596,_RARE_,Class B,2007-04-16 12:00:00,30.0907,-90.6
24429,_RARE_,Class B,2011-10-15 12:00:00,33.65565,-82.32001
9004,_RARE_,Class A,2007-07-06 12:00:00,38.22,-90.343
1824,_RARE_,Class B,2000-08-24 12:00:00,48.06811,-120.9596
26261,_RARE_,Class B,2008-12-12 12:00:00,36.13299,-96.5435
3562,_RARE_,Class A,1974-10-01 12:00:00,41.98256,-121.8611
8821,_RARE_,Class B,2004-08-08 12:00:00,33.8934,-87.5098
2516,_RARE_,Class A,2004-11-21 12:00:00,33.0963,-93.9586
55649,_RARE_,Class A,2017-03-12 12:00:00,38.833,-89.3098
48488,_RARE_,Class B,2013-02-19 12:00:00,46.40823,-121.4475
65839,_RARE_,Class A,2021-03-30 12:00:00,37.86591,-84.40006
4797,_RARE_,Class A,2001-09-17 12:00:00,46.6674,-119.601
3376,_RARE_,Class A,1971-07-15 12:00:00,46.8789,-123.0121
49035,_RARE_,Class B,2001-09-06 12:00:00,48.26256,-124.8391
28009,_RARE_,Class A,2010-06-15 12:00:00,46.9979,-122.9888
10599,_RARE_,Class A,2005-11-26 12:00:00,47.8,-121.025
14755,_RARE_,Class B,2006-11-09 12:00:00,45.23475,-71.13619
22754,_RARE_,Class B,2008-08-03 12:00:00,28.04502,-81.60809
1104,_RARE_,Class A,1960-04-25 12:00:00,37.42621,-98.45487
28409,_RARE_,Class B,2008-09-01 12:00:00,40.94465,-86.58629
3013,_RARE_,Class A,2005-02-09 12:00:00,37.4475,-94.8
37410,_RARE_,Class B,2011-06-15 12:00:00,35.71005,-84.4327
12688,_RARE_,Class A,2005-11-23 12:00:00,42.56385,-75.48345
13940,_RARE_,Class B,1994-04-01 12:00:00,37.21674,-81.6327
55855,_RARE_,Class B,2012-12-17 12:00:00,43.5638,-86.95952
24554,_RARE_,Class B,1977-08-15 12:00:00,33.428,-121.0564
4946,_RARE_,Class A,2004-06-14 12:00:00,37.1313,-79.9872
16628,_RARE_,Class B,1993-09-01 12:00:00,33.868,-80.88008
10540,_RARE_,Class A,2005-07-29 12:00:00,30.21195,-95.73525
11552,_RARE_,Class A,1986-09-25 12:00:00,40.95,-122.865
27121,_RARE_,Class B,1981-10-15 12:00:00,46.72504,-70.13296
4636,_RARE_,Class A,1970-07-24 12:00:00,45.2624,-90.05866
17548,_RARE_,Class A,1984-09-25 12:00:00,41.33913,-116.8205
9983,_RARE_,Class A,1996-07-18 12:00:00,48.4151,-86.5502
47872,_RARE_,Class A,1967-10-22 12:00:00,44.4232,-110.486
28167,_RARE_,Class A,1982-09-15 12:00:00,38.13214,-85.62377
31303,_RARE_,Class B,1989-10-15 12:00:00,40.66505,-85.40595
25774,_RARE_,Class B,2011-07-21 12:00:00,36.63595,-84.06577
1430,_RARE_,Class B,2000-12-04 12:00:00,57.90968,-121.2665
56780,_RARE_,Class B,2020-10-27 12:00:00,36.84665,-118.9862
6313,_RARE_,Class A,2004-01-01 12:00:00,38.71014,-120.7602
11933,_RARE_,Class A,1986-06-15 12:00:00,46.48272,-78.74119
31835,_RARE_,Class A,2001-11-15 12:00:00,36.4375,-109.2424
2568,_RARE_,Class B,2003-09-01 12:00:00,30.00806,-74.78
1901,_RARE_,Class A,2001-10-05 12:00:00,37.33035,-81.33531
1996,_RARE_,Class A,1994-10-15 12:00:00,41.63133,-85.64642
4761,_RARE_,Class B,2000-06-20 12:00:00,41.2815,-121.8559
28984,_RARE_,Class A,2007-07-04 12:00:00,36.57506,-93.61529
20581,_RARE_,Class A,1985-04-14 12:00:00,36.2966,-83.66175
33968,_RARE_,Class B,2013-10-20 12:00:00,40.13874,-90.26557
25398,_RARE_,Class A,1986-08-15 12:00:00,41.622,-86.63515
10175,_RARE_,Class B,1975-07-15 12:00:00,48.96832,-122.5288
13730,_RARE_,Class B,2004-04-02 12:00:00,42.0802,-84.06119
61218,_RARE_,Class A,2020-06-05 12:00:00,47.69178,-117.9456
62936,_RARE_,Class B,1982-04-18 12:00:00,41.97901,-80.15133
15327,_RARE_,Class A,1982-07-20 12:00:00,36.3858,-105.4517
26186,_RARE_,Class B,2008-11-15 12:00:00,34.3595,-89.3425
30887,_RARE_,Class B,1999-11-15 12:00:00,40.51946,-81.99879
28790,_RARE_,Class B,1991-07-25 12:00:00,39.71415,-90.14582
30897,_RARE_,Class B,1989-03-01 12:00:00,38.08296,-95.03412
35481,_RARE_,Class A,2014-12-23 12:00:00,39.29899,-76.5413
52568,_RARE_,Class A,1967-09-28 12:00:00,41.43837,-85.55806
10000,_RARE_,Class A,1999-11-10 12:00:00,50.04,-119.85
69846,_RARE_,Class A,1988-03-15 12:00:00,35.31187,-91.28329
27056,_RARE_,Class A,2007-10-15 12:00:00,33.65377,-96.3326
22301,_RARE_,Class B,2008-01-20 12:00:00,43.2255,-88.56206
59844,_RARE_,Class A,1996-01-23 12:00:00,44.86773,-118.3912
11866,_RARE_,Class B,1987-11-15 12:00:00,50.5693,-121.9761
55377,_RARE_,Class A,2016-06-11 12:00:00,39.06,-86.395
27963,_RARE_,Class A,2004-08-09 12:00:00,41.80536,-81.93348
49584,_RARE_,Class B,2015-05-16 12:00:00,43.8664,-85.80125
64856,_RARE_,Class B,2020-08-27 12:00:00,45.97723,-118.733
13207,_RARE_,Class A,2006-06-01 12:00:00,36.677,-83.106
25133,_RARE_,Class B,2005-10-01 12:00:00,28.81624,-93.1497
5636,_RARE_,Class A,1983-07-01 12:00:00,39.237,-89.1726
68785,_RARE_,Class B,2021-10-10 12:00:00,43.24506,-75.35001
13975,_RARE_,Class A,2006-01-30 12:00:00,46.4243,-123.1155
14287,_RARE_,Class B,2006-08-20 12:00:00,37.4261,-121.0394
