number,title,classification,timestamp,latitude,longitude
15376,_RARE_,Class B,2006-07-15 12:00:00,28.407,-85.88685
1642,_RARE_,Class B,2007-07-30 12:00:00,43.76238,-122.9323
4273,_RARE_,Class A,2001-07-15 12:00:00,46.8345,-111.0828
49150,_RARE_,Class B,2003-11-15 12:00:00,26.3759,-92.1156
6898,_RARE_,Class A,1977-07-01 12:00:00,41.375,-85.73395
7237,_RARE_,Class B,1998-07-01 12:00:00,30.10253,-92.09523
15946,_RARE_,Class A,2006-07-03 12:00:00,41.4113,-71.6944
44644,_RARE_,Class B,2006-09-20 12:00:00,47.52957,-114.63
26203,_RARE_,Class B,2008-07-19 12:00:00,38.05861,-86.26778
27192,_RARE_,Class A,2004-04-11 12:00:00,38.178,-94.79295
1370,_RARE_,Class A,1971-09-01 12:00:00,40.45859,-81.75185
11978,_RARE_,Class B,1978-06-06 12:00:00,45.97196,-121.0533
25392,_RARE_,Class B,1998-10-09 12:00:00,40.33431,-76.6749
63780,_RARE_,Class A,2005-10-11 12:00:00,41.85502,-76.94703
17007,_RARE_,Class A,2004-11-05 12:00:00,35.9453,-104.2684
4330,_RARE_,Class B,1970-09-14 12:00:00,44.76748,-122.1016
58152,_RARE_,Class A,2015-01-09 12:00:00,35.97467,-86.39164
4077,_RARE_,Class A,1998-05-12 12:00:00,40.86315,-89.292
38969,_RARE_,Class A,2011-01-13 12:00:00,31.80663,-116.701
63480,_RARE_,Class B,2019-07-15 12:00:00,41.7585,-90.3998
55391,_RARE_,Class B,2020-09-15 12:00:00,27.58943,-87.29291
231,_RARE_,Class A,2002-08-01 12:00:00,47.0822,-122.732
35505,_RARE_,Class B,2008-11-28 12:00:00,36.75554,-80.57134
1370,_RARE_,Class B,2004-09-18 12:00:00,37.29578,-108.3203
20845,_RARE_,Class A,2000-10-15 12:00:00,40.93577,-119.8172
40394,_RARE_,Class A,1973-08-10 12:00:00,40.43997,-80.54581
29077,_RARE_,Class B,2010-11-13 12:00:00,46.54794,-78.71198
35311,_RARE_,Class B,2008-05-28 12:00:00,48.72439,-112.0583
51289,_RARE_,Class B,1982-07-15 12:00:00,41.89021,-99.15436
3934,_RARE_,Class A,1997-09-15 12:00:00,40.2134,-82.22755
1081,_RARE_,Class B,1967-07-15 12:00:00,46.2114,-81.9197
10502,_RARE_,Class B,1985-11-23 12:00:00,40.015,-79.94687
10730,_RARE_,Class B,2007-06-15 12:00:00,46.91644,-146.708
7957,_RARE_,Class B,1982-11-28 12:00:00,45.35134,-80.15181
15199,_RARE_,Class A,2006-11-30 12:00:00,36.15439,-83.49391
75373,_RARE_,Class A,2016-09-21 12:00:00,38.83854,-94.69499
5023,_RARE_,Class B,2004-12-05 12:00:00,28.7231,-81.825
7439,_RARE_,Class A,2003-02-01 12:00:00,34.21941,-84.57527
1638,_RARE_,Class A,1977-10-23 12:00:00,46.48729,-122.8479
57065,_RARE_,Class B,2010-11-22 12:00:00,40.5541,-80.46935
621,_RARE_,Class A,1972-06-04 12:00:00,38.862,-119.88
693,_RARE_,Class A,1997-08-14 12:00:00,37.94362,-76.7753
28972,_RARE_,Class A,2021-04-01 12:00:00,37.81843,-77.84373
7525,_RARE_,Class B,2003-06-08 12:00:00,47.46414,-122.7216
4539,_RARE_,Class A,2002-12-07 12:00:00,37.597,-108.5082
7544,_RARE_,Class A,1997-07-01 12:00:00,32.38515,-73.5925
3474,_RARE_,Class B,2001-10-31 12:00:00,44.454,-113.5259
8884,_RARE_,Class B,2000-10-12 12:00:00,43.4775,-126.1361
66109,_RARE_,Class A,2018-10-15 12:00:00,30.07444,-96.3282
526,_RARE_,Class B,1968-06-20 12:00:00,46.796,-117.4853
22574,_RARE_,Class A,1996-08-15 12:00:00,44.4536,-102.2791
13220,_RARE_,Class A,1984-10-19 12:00:00,38.82845,-78.91115
5981,_RARE_,Class B,2000-05-15 12:00:00,43.61748,-113.9673
8534,_RARE_,Class A,2004-01-01 12:00:00,39.81318,-74.97344
2997,_RARE_,Class A,1974-10-30 12:00:00,47.01,-121.6605
23546,_RARE_,Class B,2009-10-04 12:00:00,28.516,-82.8
2166,_RARE_,Class A,2003-11-10 12:00:00,39.89731,-90.00756
3031,_RARE_,Class B,1980-06-10 12:00:00,47.03906,-122.5712
6719,_RARE_,Class B,2003-04-27 12:00:00,45.77051,-118.4196
5049,_RARE_,Class B,1999-04-20 12:00:00,46.84,-121.6955
636,_RARE_,Class B,1996-07-15 12:00:00,41.423,-93.695
23836,_RARE_,Class B,2010-09-22 12:00:00,41.0398,-121.204
8437,_RARE_,Class A,2004-02-25 12:00:00,37.06146,-94.4515
57032,_RARE_,Class B,2017-10-01 12:00:00,32.40931,-90.45791
9897,_RARE_,Class B,2004-09-28 12:00:00,47.5306,-123.2649
35274,_RARE_,Class A,2011-10-30 12:00:00,37.75947,-75.49152
46436,_RARE_,Class B,1992-11-07 12:00:00,36.83397,-76.87204
7805,_RARE_,Class A,2004-10-29 12:00:00,34.6332,-85.1221
25734,_RARE_,Class A,1983-07-25 12:00:00,44.1541,-86.57445
40140,_RARE_,Class B,2013-12-26 12:00:00,39.0038,-122.11
8981,_RARE_,Class A,1976-07-01 12:00:00,47.575,-81.8664
26954,_RARE_,Class B,2006-09-01 12:00:00,28.27489,-80.26909
53879,_RARE_,Class B,2016-09-18 12:00:00,41.45337,-73.55274
71075,_RARE_,Class B,2018-06-15 12:00:00,47.55823,-111.6318
12696,_RARE_,Class A,1990-08-10 12:00:00,27.1457,-81.33
1427,_RARE_,Class B,1966-05-01 12:00:00,38.76657,-107.2087
37108,_RARE_,Class B,2011-11-10 12:00:00,40.31911,-87.48029
16333,_RARE_,Class B,1998-07-20 12:00:00,47.78651,-123.55
18681,_RARE_,Class B,2000-10-06 12:00:00,36.45374,-89.02
46469,_RARE_,Class A,2014-02-02 12:00:00,44.23676,-75.61307
17917,_RARE_,Class A,1966-11-01 12:00:00,43.80571,-123.9302
65185,_RARE_,Class B,2012-11-19 12:00:00,31.57504,-88.25804
10330,_RARE_,Class A,1987-03-15 12:00:00,37.8259,-94.84375
23709,_RARE_,Class B,2006-07-08 12:00:00,35.69085,-118.505
1370,_RARE_,Class B,2000-07-24 12:00:00,37.74737,-73.42595
41292,_RARE_,Class B,2013-03-08 12:00:00,47.32134,-112.3445
67531,_RARE_,Class A,2017-01-01 12:00:00,40.36334,-82.45769
2876,_RARE_,Class B,2003-09-17 12:00:00,45.34331,-122.3555
28628,_RARE_,Class A,2011-04-07 12:00:00,36.2522,-94.92399
11551,_RARE_,Class A,2006-12-04 12:00:00,44.39305,-87.41
2690,_RARE_,Class B,2000-06-06 12:00:00,46.6448,-120.8411
5782,_RARE_,Class B,2004-09-30 12:00:00,40.5045,-73.1758
3863,_RARE_,Class A,1964-12-30 12:00:00,30.24478,-90.01638
1405,_RARE_,Class A,1995-10-15 12:00:00,34.1558,-94.97825
12787,_RARE_,Class B,1989-10-16 12:00:00,47.06265,-120.5384
17106,_RARE_,Class B,2006-06-18 12:00:00,46.315,-94.2322
27267,_RARE_,Class B,2010-01-10 12:00:00,39.99921,-82.15826
215,_RARE_,Class A,1985-07-15 12:00:00,48.92526,-121.4984
5738,_RARE_,Class B,1977-05-15 12:00:00,39.2425,-106.2955
64941,_RARE_,Class B,2020-07-12 12:00:00,42.6246,-73.3135
40727,_RARE_,Class A,1977-08-15 12:00:00,34.72882,-123.1404
797,_RARE_,Class A,2007-09-28 12:00:00,45.07325,-111.5474
2267,_RARE_,Class A,1956-09-14 12:00:00,36.8863,-80.77505
11178,_RARE_,Class B,2006-07-12 12:00:00,44.319,-115.7366
47302,_RARE_,Class B,2012-05-15 12:00:00,41.4672,-76.302
1373,_RARE_,Class A,1934-10-18 12:00:00,40.6854,-88.50565
35727,_RARE_,Class B,2004-11-26 12:00:00,42.2205,-82.88932
23792,_RARE_,Class B,2008-08-01 12:00:00,31.33863,-82.21051
45741,_RARE_,Class B,2015-11-08 12:00:00,46.2616,-122.5855
72152,_RARE_,Class B,2017-06-02 12:00:00,46.1583,-122.946
39618,_RARE_,Class B,2012-11-08 12:00:00,45.112,-122.5
15582,_RARE_,Class B,2006-02-10 12:00:00,40.56086,-84.25266
14254,_RARE_,Class B,2001-10-16 12:00:00,39.0965,-92.6885
26648,_RARE_,Class A,2009-09-30 12:00:00,39.00867,-80.74241
1516,_RARE_,Class A,1981-08-15 12:00:00,44.22531,-121.1819
2357,_RARE_,Class A,2000-08-15 12:00:00,39.8627,-95.29275
44637,_RARE_,Class B,2014-04-14 12:00:00,32.8852,-95.79325
257,_RARE_,Class A,2001-11-23 12:00:00,36.39,-96.995
6401,_RARE_,Class B,2004-05-02 12:00:00,38.94314,-96.13728
7939,_RARE_,Class B,1969-07-15 12:00:00,43.6155,-121.38
10042,_RARE_,Class A,2007-03-05 12:00:00,34.53166,-84.12678
47972,_RARE_,Class B,2014-11-13 12:00:00,41.82578,-122.5805
7386,_RARE_,Class B,2003-03-25 12:00:00,38.92636,-119.6476
75351,_RARE_,Class A,2016-11-26 12:00:00,43.308,-68.91175
236,_RARE_,Class A,1997-12-30 12:00:00,38.08813,-90.40143
23285,_RARE_,Class A,1991-11-15 12:00:00,34.72812,-85.38639
15481,_RARE_,Class A,2006-07-03 12:00:00,36.40943,-121.6262
25163,_RARE_,Class B,2005-10-15 12:00:00,47.42674,-121.4619
31127,_RARE_,Class A,2003-11-28 12:00:00,28.273,-82.651
3289,_RARE_,Class A,1980-09-15 12:00:00,34.4,-97.371
47987,_RARE_,Class B,2018-11-15 12:00:00,31.94851,-82.50593
40794,_RARE_,Class B,2011-02-08 12:00:00,29.67518,-81.99314
1201,_RARE_,Class A,1983-07-18 12:00:00,37.27722,-383.3289
33741,_RARE_,Class B,1988-10-14 12:00:00,42.24,-121.52
20468,_RARE_,Class A,2007-01-02 12:00:00,48.0343,-89.5935
13974,_RARE_,Class B,2007-01-11 12:00:00,34.052,-88.3492
46463,_RARE_,Class A,2009-01-30 12:00:00,25.62613,-82.81511
16171,_RARE_,Class A,2003-09-01 12:00:00,45.75305,-121.6755
2418,_RARE_,Class B,2004-09-19 12:00:00,47.6055,-122.955
32605,_RARE_,Class A,2010-02-12 12:00:00,28.34856,-82.95947
23432,_RARE_,Class B,2008-10-12 12:00:00,40.26268,-82.78643
7434,_RARE_,Class B,2000-09-15 12:00:00,45.9122,-121.5308
18612,_RARE_,Class A,2007-11-16 12:00:00,46.15897,-76.601
75289,_RARE_,Class A,2017-10-16 12:00:00,42.36975,-76.6626
15460,_RARE_,Class A,2006-05-10 12:00:00,43.706,-115.05
14807,_RARE_,Class A,2001-12-14 12:00:00,37.83125,-83.92526
12786,_RARE_,Class B,1998-12-16 12:00:00,43.443,-79.9673
54155,_RARE_,Class A,2022-09-26 12:00:00,37.22653,-93.51768
10882,_RARE_,Class B,2004-02-14 12:00:00,34.782,-95.233
10931,_RARE_,Class B,2005-02-25 12:00:00,42.4232,-95.2808
4705,_RARE_,Class A,2003-02-09 12:00:00,33.8884,-83.1939
11663,_RARE_,Class A,2005-02-15 12:00:00,45.78695,-79.71625
7229,_RARE_,Class A,1981-07-15 12:00:00,46.40505,-122.37
37606,_RARE_,Class A,2002-10-07 12:00:00,44.22042,-81.10881
3998,_RARE_,Class A,1990-06-01 12:00:00,40.4578,-88.16485
27039,_RARE_,Class B,2008-12-22 12:00:00,37.57,-79.82
70091,_RARE_,Class B,2012-06-15 12:00:00,41.16654,-84.18192
42686,_RARE_,Class C,2013-07-26 12:00:00,34.44167,-91.34556
40681,_RARE_,Class A,2014-04-27 12:00:00,45.95405,-115.8477
49589,_RARE_,Class B,2014-07-21 12:00:00,29.0869,-82.785
37116,_RARE_,Class A,2011-09-21 12:00:00,33.64635,-84.79134
70503,_RARE_,Class A,2016-10-05 12:00:00,45.3319,-98.32295
1781,_RARE_,Class B,1996-07-18 12:00:00,49.56237,-121.2052
14182,_RARE_,Class A,2003-02-21 12:00:00,61.65506,-122.9042
842,_RARE_,Class A,2003-06-01 12:00:00,39.4906,-89.6481
7567,_RARE_,Class B,1987-10-10 12:00:00,36.519,-99.4114
2089,_RARE_,Class A,1996-07-14 12:00:00,40.91037,-85.3783
15515,_RARE_,Class A,1995-05-15 12:00:00,48.0821,-121.7684
73991,_RARE_,Class A,2016-08-23 12:00:00,45.0575,-74.22385
26145,_RARE_,Class B,2012-07-21 12:00:00,38.90005,-105.9448
1302,_RARE_,Class B,1988-07-03 12:00:00,38.59735,-89.63003
28020,_RARE_,Class B,2007-01-06 12:00:00,47.63729,-123.3414
5748,_RARE_,Class A,2003-10-12 12:00:00,26.59406,-78.61829
10501,_RARE_,Class A,1981-06-10 12:00:00,40.63566,-87.12145
8592,_RARE_,Class A,2000-05-15 12:00:00,34.7925,-95.56086
49888,_RARE_,Class A,1985-07-27 12:00:00,48.47428,-82.79622
30894,_RARE_,Class A,1972-06-05 12:00:00,40.08585,-89.92175
47056,_RARE_,Class B,2015-06-20 12:00:00,47.5256,-83.97803
54795,_RARE_,Class A,2020-08-29 12:00:00,37.27165,-122.994
10475,_RARE_,Class B,1997-09-17 12:00:00,46.07705,-120.725
36718,_RARE_,Class B,2014-05-15 12:00:00,38.30203,-84.50549
15441,_RARE_,Class A,2006-12-29 12:00:00,35.4955,-94.115
48593,_RARE_,Class A,2017-10-25 12:00:00,29.3264,-81.15196
67192,_RARE_,Class A,2017-11-23 12:00:00,37.86608,-94.12907
2725,_RARE_,Class A,2002-06-13 12:00:00,46.65883,-123.1603
43690,_RARE_,Class B,1991-11-01 12:00:00,40.32609,-82.33136
40457,_RARE_,Class B,2011-07-19 12:00:00,38.52915,-84.82545
75337,_RARE_,Class B,2013-10-22 12:00:00,49.37131,-122.0414
30243,_RARE_,Class A,1990-09-06 12:00:00,46.4275,-98.2033
36292,_RARE_,Class A,1978-10-01 12:00:00,39.3822,-85.35745
4245,_RARE_,Class A,2002-03-15 12:00:00,30.48925,-81.48024
40458,_RARE_,Class B,2013-08-20 12:00:00,34.52364,-76.53508
73042,_RARE_,Class A,2022-06-13 12:00:00,38.2573,-92.54879
1795,_RARE_,Class B,1998-09-28 12:00:00,38.99295,-89.5447
29585,_RARE_,Class B,1990-07-11 12:00:00,35.0862,-87.4502
40392,_RARE_,Class B,1965-08-15 12:00:00,28.60694,-81.1231
47415,_RARE_,Class B,2015-05-22 12:00:00,37.2096,-85.89185
21361,_RARE_,Class A,1967-05-15 12:00:00,30.72965,-87.28803
31689,_RARE_,Class A,1980-11-01 12:00:00,38.00329,-81.94519
75381,_RARE_,Class A,2017-11-18 12:00:00,47.43132,-800117.3546
28074,_RARE_,Class A,2006-01-12 12:00:00,48.08256,-80.00433
17634,_RARE_,Class B,2005-05-30 12:00:00,50.42661,-120.8686
7109,_RARE_,Class B,1995-11-01 12:00:00,37.39106,-83.14423
26247,_RARE_,Class A,2011-10-26 12:00:00,42.753,-118.6124
17147,_RARE_,Class B,2005-04-03 12:00:00,37.54905,-91.47505
5289,_RARE_,Class A,1995-06-18 12:00:00,45.32682,-89.71286
62296,_RARE_,Class A,2020-01-28 12:00:00,46.7052,-76.50981
7624,_RARE_,Class A,1989-10-27 12:00:00,36.0325,-84.0681
5292,_RARE_,Class B,1994-04-22 12:00:00,36.4813,-79.3961
7921,_RARE_,Class A,1970-11-10 12:00:00,40.99529,-122.2355
3248,_RARE_,Class A,1978-08-02 12:00:00,41.8534,-86.585
7068,_RARE_,Class B,1991-03-15 12:00:00,43.3231,-83.57759
17466,_RARE_,Class B,1993-06-01 12:00:00,36.902,-83.5616
9845,_RARE_,Class A,1979-08-15 12:00:00,39.5829,-97.83959
55951,_RARE_,Class B,2022-05-25 12:00:00,41.79174,-81.30748
12661,_RARE_,Class B,2007-02-25 12:00:00,34.13,-88.2376
8451,_RARE_,Class B,1972-02-09 12:00:00,48.1625,-121.6109
