number,title,classification,timestamp,latitude,longitude
12937,_RARE_,Class A,1987-09-19 12:00:00,50.5,-95.5
26997,_RARE_,Class B,1979-04-15 12:00:00,38.86805,-87.54323
26671,_RARE_,Class B,2008-08-04 12:00:00,40.64463,-116.8558
39433,_RARE_,Class A,2009-08-01 12:00:00,41.27134,-126.3844
1271,_RARE_,Class A,1994-08-01 12:00:00,38.8095,-82.7088
11287,_RARE_,Class A,1993-02-15 12:00:00,34.8,-112.01
17923,_RARE_,Class A,1972-10-15 12:00:00,52.2614,-113.6288
10203,_RARE_,Class A,2003-11-15 12:00:00,33.415,-85.5175
41748,_RARE_,Class B,2014-09-29 12:00:00,44.44232,-82.5912
22439,_RARE_,Class A,1982-09-15 12:00:00,43.45365,-80.9698
28417,_RARE_,Class A,1966-08-15 12:00:00,36.81737,-110.6626
38437,_RARE_,Class B,2000-01-15 12:00:00,40.57669,-82.16847
18040,_RARE_,Class B,1979-06-15 12:00:00,31.55608,-94.45209
13681,_RARE_,Class B,2005-11-28 12:00:00,39.04873,-73.65825
28219,_RARE_,Class B,2009-08-12 12:00:00,40.63837,-110.7643
40285,_RARE_,Class A,2003-01-21 12:00:00,52.89604,-106.165
28834,_RARE_,Class B,2011-09-14 12:00:00,34.08365,-84.84016
1662,_RARE_,Class A,1996-04-10 12:00:00,38.75376,-93.00545
10284,_RARE_,Class A,1977-11-15 12:00:00,38.91794,-120.7309
26025,_RARE_,Class A,1961-03-01 12:00:00,28.48792,-82.85815
529,_RARE_,Class A,1978-07-01 12:00:00,40.3105,-81.49
28452,_RARE_,Class B,2008-08-15 12:00:00,47.41365,-87.75585
59038,_RARE_,Class A,2016-07-16 12:00:00,41.08146,-76.15005
8859,_RARE_,Class A,1969-01-04 12:00:00,46.60018,-79.85537
9634,_RARE_,Class B,1991-10-20 12:00:00,37.66381,-92.52733
13407,_RARE_,Class A,2003-03-30 12:00:00,38.5103,-77.151
12017,_RARE_,Class A,1998-02-13 12:00:00,44.3013,-93.3441
14137,_RARE_,Class A,1955-08-01 12:00:00,28.9358,-81.45035
46264,_RARE_,Class B,2014-06-22 12:00:00,37.13815,-89.70676
42273,_RARE_,Class A,1991-07-15 12:00:00,41.35791,-86.31012
57754,_RARE_,Class A,2017-08-22 12:00:00,49.3211,-92.75178
12898,_RARE_,Class A,1997-11-11 12:00:00,40.0899,-76.85
25661,_RARE_,Class B,2006-11-01 12:00:00,45.1625,-91.7739
1965,_RARE_,Class A,1999-11-11 12:00:00,45.04164,-113.4835
7023,_RARE_,Class B,2004-11-08 12:00:00,45.67625,-123.7841
9790,_RARE_,Class B,2000-10-08 12:00:00,30.8693,-76.7311
9968,_RARE_,Class B,1999-09-16 12:00:00,38.1977,-89.2452
4930,_RARE_,Class B,1998-08-15 12:00:00,37.7575,-83.1469
27399,_RARE_,Class B,2010-06-12 12:00:00,32.5,-90.87
28359,_RARE_,Class B,1973-09-15 12:00:00,40.43347,-72.779
25059,_RARE_,Class A,1970-09-15 12:00:00,28.9812,-81.5224
1768,_RARE_,Class A,1997-10-14 12:00:00,41.5498,-122.4014
10575,_RARE_,Class B,2007-09-01 12:00:00,49.8251,-117.8952
75312,_RARE_,Class B,2018-09-02 12:00:00,37.41511,-121.3857
63122,_RARE_,Class B,2018-07-07 12:00:00,33.20646,-80.17477
38144,_RARE_,Class B,2012-12-30 12:00:00,28.1076,-82.89421
907,_RARE_,Class B,1989-06-20 12:00:00,37.1855,-94.887
5628,_RARE_,Class B,1986-11-01 12:00:00,40.2151,-74.18785
44745,_RARE_,Class B,2015-12-14 12:00:00,38.9823,-77.59573
45791,_RARE_,Class A,1968-10-15 12:00:00,47.60167,-117.096
16670,_RARE_,Class A,2003-06-15 12:00:00,47.8529,-123.1245
5525,_RARE_,Class A,1983-09-19 12:00:00,30.62978,-77.97378
37221,_RARE_,Class B,2014-08-10 12:00:00,41.50653,-117.444
32706,_RARE_,Class B,2012-08-07 12:00:00,48.35106,-122.3229
45645,_RARE_,Class B,2014-09-06 12:00:00,42.10228,-85.08851
30067,_RARE_,Class A,2012-08-21 12:00:00,38.16656,-82.44029
22034,_RARE_,Class B,2003-07-11 12:00:00,38.91486,-82.2886
68166,_RARE_,Class A,2021-11-29 12:00:00,47.92555,-122.7776
23513,_RARE_,Class A,1997-02-15 12:00:00,44.565,-74.70687
67955,_RARE_,Class A,2020-06-26 12:00:00,34.27454,-83.53291
2580,_RARE_,Class B,2001-03-28 12:00:00,46.96113,-84.52752
47685,_RARE_,Class B,2011-02-24 12:00:00,40.16223,-79.89161
7713,_RARE_,Class B,2004-10-01 12:00:00,35.08846,-113.0113
20112,_RARE_,Class B,1981-08-15 12:00:00,29.751,-80.48475
4524,_RARE_,Class B,1995-05-01 12:00:00,38.26722,-82.36498
10900,_RARE_,Class B,2005-06-18 12:00:00,46.85476,-121.4842
270,_RARE_,Class A,2007-02-14 12:00:00,35.18585,-95.2011
7918,_RARE_,Class B,2003-07-31 12:00:00,45.8437,-122.2916
46656,_RARE_,Class A,2013-12-27 12:00:00,57.4228,-123.3813
45841,_RARE_,Class B,2014-04-14 12:00:00,37.09,-120.204
4233,_RARE_,Class A,1958-07-01 12:00:00,45.9708,-122.9451
22488,_RARE_,Class B,2007-01-13 12:00:00,37.25317,-89.35746
36518,_RARE_,Class A,2006-06-15 12:00:00,34.3008,-84.1684
75308,_RARE_,Class A,2017-01-31 12:00:00,48.8505,-87.23492
9371,_RARE_,Class A,1984-08-01 12:00:00,43.95215,-85.68535
32898,_RARE_,Class B,1975-11-15 12:00:00,43.95366,-95.38673
23377,_RARE_,Class A,2008-03-15 12:00:00,37.49469,-118.9694
44773,_RARE_,Class B,2014-02-15 12:00:00,42.31,-85.17
1052,_RARE_,Class A,2000-03-15 12:00:00,35.31,-87.7217
25762,_RARE_,Class B,2008-09-17 12:00:00,46.69436,-125.5556
4498,_RARE_,Class B,2002-07-10 12:00:00,46.37383,-123.8662
16926,_RARE_,Class A,2004-07-12 12:00:00,40.2843,-121.3876
29322,_RARE_,Class A,1978-08-01 12:00:00,46.382,-122.2678
3395,_RARE_,Class A,1998-09-21 12:00:00,39.945,-92.283
12040,_RARE_,Class B,2007-03-15 12:00:00,35.5363,-94.5039
12312,_RARE_,Class B,2006-03-31 12:00:00,39.23649,-90.98885
38010,_RARE_,Class B,2011-10-13 12:00:00,41.514,-442068.729
17983,_RARE_,Class B,2004-07-01 12:00:00,44.936,-122.5025
71432,_RARE_,Class B,2018-10-15 12:00:00,46.85149,-123.1152
54683,_RARE_,Class A,2013-11-26 12:00:00,41.33977,-90.17169
65307,_RARE_,Class B,2020-04-26 12:00:00,45.49414,-79.08864
14944,_RARE_,Class B,2006-09-10 12:00:00,39.771,-83.624
2059,_RARE_,Class A,1999-07-15 12:00:00,43.41215,-83.20955
47208,_RARE_,Class A,2010-04-06 12:00:00,31.52185,-96.4547
13235,_RARE_,Class A,2001-09-01 12:00:00,41.38334,-93.83186
75370,_RARE_,Class A,2022-10-15 12:00:00,35.26752,-74.42767
67415,_RARE_,Class A,2020-01-20 12:00:00,35.33009,-92.26903
24698,_RARE_,Class A,2008-05-21 12:00:00,38.49362,-78.89463
31878,_RARE_,Class A,1976-11-15 12:00:00,45.89505,-120.1
28065,_RARE_,Class B,2010-07-15 12:00:00,52.16334,-111.7705
5081,_RARE_,Class B,2004-10-18 12:00:00,46.02731,-122.2645
62173,_RARE_,Class A,2020-11-24 12:00:00,46.63852,-122.1392
43081,_RARE_,Class A,1976-09-15 12:00:00,41.66682,-78.59583
37022,_RARE_,Class B,2008-10-13 12:00:00,47.8858,-121.6203
43397,_RARE_,Class B,2014-10-18 12:00:00,45.38596,-83.8514
678,_RARE_,Class B,1979-08-15 12:00:00,46.38822,-122.7321
4783,_RARE_,Class A,1985-07-25 12:00:00,46.92841,-120.1341
58956,_RARE_,Class B,2017-08-30 12:00:00,45.43053,-115.2715
16905,_RARE_,Class B,2002-02-01 12:00:00,30.51727,-82.34322
9014,_RARE_,Class A,2004-09-23 12:00:00,35.413,-119.7158
67103,_RARE_,Class B,2020-10-14 12:00:00,34.78137,-86.37345
2002,_RARE_,Class A,1996-08-20 12:00:00,39.9266,-86.33899
11846,_RARE_,Class B,1992-07-15 12:00:00,46.2684,-122.8075
47973,_RARE_,Class B,2011-02-22 12:00:00,44.9427,-80.32534
11834,_RARE_,Class A,1980-10-18 12:00:00,46.94841,-123.447
2040,_RARE_,Class B,1975-05-15 12:00:00,42.751,-81.4045
8355,_RARE_,Class A,1978-06-15 12:00:00,39.7152,-181.6004
3925,_RARE_,Class A,1964-08-14 12:00:00,29.2615,-92.695
