number,title,classification,timestamp,latitude,longitude
13952,_RARE_,Class B,2005-02-10 12:00:00,52.67475,-123.7612
50655,_RARE_,Class A,2015-04-14 12:00:00,41.545,-88.15184
65881,_RARE_,Class B,2018-08-27 12:00:00,38.20756,-116.3621
1671,_RARE_,Class B,2003-05-24 12:00:00,43.27511,-123.205
31548,_RARE_,Class B,2012-05-02 12:00:00,37.81114,-75.81755
1380,_RARE_,Class A,2000-07-03 12:00:00,48.08548,-87.6736
41408,_RARE_,Class B,2016-04-15 12:00:00,43.6659,-99.94774
68729,_RARE_,Class B,2018-06-01 12:00:00,38.80853,-83.48399
34570,_RARE_,Class A,2008-09-25 12:00:00,47.23037,-118.3769
14004,_RARE_,Class A,2006-11-30 12:00:00,37.2951,-79.7003
18694,_RARE_,Class A,2004-12-28 12:00:00,40.793,-118.795
8437,_RARE_,Class A,1999-05-15 12:00:00,41.7725,-81.44107
7485,_RARE_,Class B,1994-07-01 12:00:00,48.02141,-122.1866
1595,_RARE_,Class B,1977-12-15 12:00:00,30.78633,-90.83007
48416,_RARE_,Class B,2013-05-28 12:00:00,38.14005,-92.48185
1829,_RARE_,Class A,1978-10-11 12:00:00,43.45633,-93.69126
7916,_RARE_,Class B,2002-08-28 12:00:00,46.14075,-121.6715
6959,_RARE_,Class B,2001-05-24 12:00:00,34.8403,-83.48465
23404,_RARE_,Class A,2009-04-01 12:00:00,41.35968,-80.48186
4591,_RARE_,Class B,2002-08-31 12:00:00,46.7928,-121.4564
15158,_RARE_,Class B,2006-03-07 12:00:00,33.106,-85.04505
12558,_RARE_,Class B,1980-09-20 12:00:00,45.7524,-124.0584
9915,_RARE_,Class B,1979-07-01 12:00:00,45.1259,-122.8588
8893,_RARE_,Class B,2004-07-03 12:00:00,42.6144,-74.043
17326,_RARE_,Class B,1989-11-13 12:00:00,37.54285,-85.7413
4584,_RARE_,Class B,2005-03-12 12:00:00,48.0009,-122.3479
13081,_RARE_,Class A,1999-02-28 12:00:00,37.38321,-116.2967
44624,_RARE_,Class A,2015-07-25 12:00:00,49.6614,-94.00106
28453,_RARE_,Class B,2007-01-20 12:00:00,40.59503,-111.6
7195,_RARE_,Class A,2004-10-28 12:00:00,35.381,-105.2495
3190,_RARE_,Class A,1977-11-15 12:00:00,40.42018,-83.73538
65281,_RARE_,Class A,2020-06-09 12:00:00,36.11953,-81.97924
26324,_RARE_,Class B,2008-08-02 12:00:00,41.081,-114.0905
38762,_RARE_,Class B,2012-02-05 12:00:00,37.53544,-119.0537
30339,_RARE_,Class B,2013-06-19 12:00:00,47.49372,-122.7324
23664,_RARE_,Class A,2009-11-08 12:00:00,36.415,-121.2149
23358,_RARE_,Class B,1987-11-11 12:00:00,38.55886,-84.03112
304,_RARE_,Class A,1997-12-15 12:00:00,34.081,-83.3996
14413,_RARE_,Class A,1974-08-01 12:00:00,46.37845,-75.8805
27028,_RARE_,Class A,2004-07-21 12:00:00,32.01721,-90.37509
1025,_RARE_,Class A,1979-08-18 12:00:00,38.5534,-108.9353
67325,_RARE_,Class A,2019-01-19 12:00:00,51.53375,-115.6646
46533,_RARE_,Class B,2015-11-01 12:00:00,45.0658,-88.432
14976,_RARE_,Class A,2006-06-16 12:00:00,41.08804,-81.215
59818,_RARE_,Class B,2015-09-05 12:00:00,41.08634,-81.98022
55273,_RARE_,Class A,2010-11-12 12:00:00,41.16438,-92.83331
7565,_RARE_,Class B,1977-07-31 12:00:00,38.96375,-84.66872
31809,_RARE_,Class B,2012-09-07 12:00:00,29.75063,-82.69864
3337,_RARE_,Class A,2004-11-24 12:00:00,34.44667,-92.35025
15019,_RARE_,Class A,2005-02-02 12:00:00,36.84985,-94.7419
6792,_RARE_,Class A,2003-06-05 12:00:00,33.0026,-117.4485
30106,_RARE_,Class B,1957-08-15 12:00:00,44.35314,-124.1662
48884,_RARE_,Class A,2013-11-01 12:00:00,31.5455,-85.7007
10083,_RARE_,Class B,2007-09-13 12:00:00,27.9472,-81.7058
11165,_RARE_,Class A,1999-05-02 12:00:00,46.66161,-97.61658
520,_RARE_,Class B,1999-03-20 12:00:00,37.76791,-86.68743
97,_RARE_,Class B,2000-06-20 12:00:00,38.07471,-89.47672
34200,_RARE_,Class B,1956-06-14 12:00:00,48.5563,-122.5399
40273,_RARE_,Class B,2011-06-08 12:00:00,35.8284,-90.64171
16270,_RARE_,Class B,2006-08-02 12:00:00,45.68595,-118.1073
15153,_RARE_,Class B,1994-03-10 12:00:00,37.355,-81.455
1620,_RARE_,Class B,1999-05-15 12:00:00,47.11452,-90.8718
59385,_RARE_,Class B,2004-08-18 12:00:00,30.76922,-81.32861
44275,_RARE_,Class A,2013-04-11 12:00:00,41.57459,-83.98522
15322,_RARE_,Class A,1975-07-01 12:00:00,38.37675,-91.89579
885,_RARE_,Class B,2000-06-26 12:00:00,38.74787,-118.0836
75324,_RARE_,Class B,2018-01-26 12:00:00,34.23637,-94.12931
3182,_RARE_,Class B,1981-09-17 12:00:00,50.51027,-89.47747
3393,_RARE_,Class B,1976-10-10 12:00:00,45.9902,-121.8603
36306,_RARE_,Class B,2002-07-07 12:00:00,37.91981,-86.16111
23447,_RARE_,Class B,2010-09-15 12:00:00,47.562,-121.5358
35259,_RARE_,Class B,2007-07-05 12:00:00,28.22379,-81.32779
10314,_RARE_,Class A,2001-09-11 12:00:00,40.1172,-84.3691
450,_RARE_,Class B,1976-06-01 12:00:00,46.525,-122.5751
54211,_RARE_,Class B,2014-04-09 12:00:00,45.44556,-84.79824
51515,_RARE_,Class A,2015-02-11 12:00:00,32.26371,-105.2817
75207,_RARE_,Class B,2014-10-14 12:00:00,28.60404,-82.20654
57781,_RARE_,Class A,2018-01-24 12:00:00,40.03372,-123.1037
14517,_RARE_,Class A,2001-03-15 12:00:00,47.5557,-79.90525
1337,_RARE_,Class A,1991-12-15 12:00:00,46.06174,-83.91624
51039,_RARE_,Class B,2015-10-08 12:00:00,30.63935,-96.67913
48397,_RARE_,Class B,2013-11-09 12:00:00,33.85398,-90.69407
25181,_RARE_,Class A,2010-05-24 12:00:00,44.15125,-82.23765
20072,_RARE_,Class B,2008-02-10 12:00:00,48.71525,-76.28115
75366,_RARE_,Class B,2011-04-15 12:00:00,41.25674,-78.38236
28329,_RARE_,Class B,2007-07-17 12:00:00,39.63,-74.23379
17614,_RARE_,Class A,2006-05-03 12:00:00,34.5302,-84.648
2011,_RARE_,Class B,2004-05-14 12:00:00,39.09,-75.1
29770,_RARE_,Class A,1983-01-10 12:00:00,29.85255,-85.24389
1887,_RARE_,Class A,1989-07-15 12:00:00,38.17015,-79.7194
25072,_RARE_,Class A,2008-05-26 12:00:00,42.61941,-96.47599
32906,_RARE_,Class B,2007-01-12 12:00:00,28.73833,-92.77005
1571,_RARE_,Class A,1964-08-21 12:00:00,28.49962,-81.08821
70133,_RARE_,Class B,2016-08-12 12:00:00,48.46822,-121.7466
4639,_RARE_,Class B,1994-06-05 12:00:00,41.46317,-81.34023
4382,_RARE_,Class B,2000-02-29 12:00:00,39.11693,-80.55158
21440,_RARE_,Class B,2007-08-28 12:00:00,46.601,-122.397
63599,_RARE_,Class B,2020-10-18 12:00:00,39.35556,-78.93758
3554,_RARE_,Class A,1992-07-16 12:00:00,46.14728,-122.8326
1446,_RARE_,Class A,1981-08-15 12:00:00,46.4259,-81.59375
36554,_RARE_,Class A,2014-06-24 12:00:00,36.97281,-85.21702
7536,_RARE_,Class B,2003-07-02 12:00:00,38.2772,-120.095
69409,_RARE_,Class B,2016-07-09 12:00:00,43.78825,-70.60214
10071,_RARE_,Class A,2005-07-15 12:00:00,34.985,-85.6657
1124,_RARE_,Class B,1950-10-01 12:00:00,48.952,-121.6659
25024,_RARE_,Class A,1982-10-07 12:00:00,34.49981,-83.16227
44986,_RARE_,Class A,2014-04-10 12:00:00,45.6853,-91.60762
15536,_RARE_,Class B,2006-08-18 12:00:00,40.06,-70.53
8518,_RARE_,Class B,1997-10-16 12:00:00,38.77894,-79.48613
43447,_RARE_,Class B,2006-08-15 12:00:00,34.23646,-78.59137
1254,_RARE_,Class A,2004-12-28 12:00:00,32.94782,-96.97341
12601,_RARE_,Class A,1981-10-17 12:00:00,37.47425,-81.12581
71201,_RARE_,Class A,2018-10-14 12:00:00,30.32338,-94.13021
40313,_RARE_,Class B,2017-02-27 12:00:00,51.33397,-79.69347
1293,_RARE_,Class B,2005-08-28 12:00:00,44.532,-113.5
2895,_RARE_,Class B,2000-04-08 12:00:00,39.35367,-95.48326
1928,_RARE_,Class A,2012-01-15 12:00:00,44.295,-81.5967
1434,_RARE_,Class A,2004-09-30 12:00:00,34.74193,-85.80725
25013,_RARE_,Class B,2002-08-15 12:00:00,39.0565,-93.305
7436,_RARE_,Class A,1997-06-15 12:00:00,37.8003,-106.3164
1915,_RARE_,Class B,2012-01-01 12:00:00,44.40169,-116.9456
46091,_RARE_,Class B,2008-02-29 12:00:00,43.615,-85.944
15624,_RARE_,Class B,2006-07-13 12:00:00,37.28412,-118.9647
18538,_RARE_,Class A,2006-07-15 12:00:00,40.26495,-88.83158
